0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,target
0,0,18.86,22.725,94,12.998,True,False,False,False,False,True,False,False,3,6,1,0,6
0,0,18.86,22.725,94,12.998,True,False,False,False,False,True,False,False,4,6,1,0,3
0,0,17.22,21.21,77,19.9995,True,False,False,False,False,False,True,False,6,6,1,0,2
0,0,16.4,20.455,76,12.998,True,False,False,False,False,True,False,False,7,6,1,0,1
0,0,16.4,20.455,71,15.0013,True,False,False,False,False,False,True,False,8,6,1,0,8
0,0,15.58,19.695,76,15.0013,True,False,False,False,False,True,False,False,9,6,1,0,20
0,0,14.76,17.425,81,15.0013,True,False,False,False,False,True,False,False,10,6,1,0,53
0,0,14.76,16.665,71,16.9979,True,False,False,False,False,True,False,False,11,6,1,0,70
0,0,14.76,16.665,66,19.9995,True,False,False,False,False,True,False,False,12,6,1,0,93
0,0,14.76,17.425,66,8.9981,True,False,False,False,False,True,False,False,13,6,1,0,75
0,0,14.76,17.425,76,12.998,True,False,False,False,False,False,True,False,14,6,1,0,59
0,0,13.94,16.665,81,11.0014,True,False,False,False,False,False,True,False,15,6,1,0,74
0,0,13.94,16.665,71,11.0014,True,False,False,False,False,False,True,False,16,6,1,0,76
0,0,13.94,16.665,57,12.998,True,False,False,False,True,False,False,False,17,6,1,0,65
0,0,14.76,16.665,46,22.0028,True,False,False,False,False,True,False,False,18,6,1,0,53
0,0,13.12,14.395,42,30.0026,True,False,False,False,True,False,False,False,19,6,1,0,30
0,0,12.3,13.635,39,23.9994,True,False,False,False,True,False,False,False,20,6,1,0,22
0,0,10.66,11.365,44,22.0028,True,False,False,False,True,False,False,False,21,6,1,0,31
0,0,9.84,10.605,44,19.9995,True,False,False,False,True,False,False,False,22,6,1,0,9
0,0,9.02,11.365,47,11.0014,True,False,False,False,True,False,False,False,23,6,1,0,8
0,1,9.02,9.85,44,23.9994,True,False,False,False,True,False,False,False,0,0,1,0,5
0,1,8.2,8.335,44,27.9993,True,False,False,False,True,False,False,False,1,0,1,0,2
0,1,6.56,6.82,47,26.0027,True,False,False,False,True,False,False,False,4,0,1,0,1
0,1,6.56,6.82,47,19.0012,True,False,False,False,True,False,False,False,5,0,1,0,3
0,1,5.74,5.305,50,26.0027,True,False,False,False,True,False,False,False,6,0,1,0,30
0,1,5.74,6.82,50,12.998,True,False,False,False,True,False,False,False,7,0,1,0,64
0,1,5.74,6.06,50,19.0012,True,False,False,False,True,False,False,False,8,0,1,0,154
0,1,6.56,6.82,43,26.0027,True,False,False,False,True,False,False,False,9,0,1,0,88
0,1,7.38,8.335,43,16.9979,True,False,False,False,True,False,False,False,10,0,1,0,44
0,1,8.2,9.09,40,22.0028,True,False,False,False,True,False,False,False,11,0,1,0,51
0,1,9.02,10.605,35,19.9995,True,False,False,False,True,False,False,False,12,0,1,0,61
0,1,9.84,10.605,35,19.0012,True,False,False,False,True,False,False,False,13,0,1,0,61
0,1,10.66,12.12,30,19.0012,True,False,False,False,True,False,False,False,14,0,1,0,77
0,1,10.66,12.12,30,16.9979,True,False,False,False,True,False,False,False,15,0,1,0,72
0,1,10.66,12.12,30,16.9979,True,False,False,False,True,False,False,False,16,0,1,0,76
0,1,9.84,11.365,30,15.0013,True,False,False,False,True,False,False,False,17,0,1,0,157
0,1,9.84,12.88,32,7.0015,True,False,False,False,True,False,False,False,18,0,1,0,157
0,1,8.2,12.88,47,0.0,True,False,False,False,True,False,False,False,19,0,1,0,110
0,1,8.2,11.365,47,7.0015,True,False,False,False,True,False,False,False,20,0,1,0,52
0,1,7.38,9.85,64,8.9981,True,False,False,False,True,False,False,False,21,0,1,0,52
0,1,5.74,7.575,69,8.9981,True,False,False,False,True,False,False,False,22,0,1,0,20
0,1,7.38,10.605,55,7.0015,True,False,False,False,True,False,False,False,23,0,1,0,12
0,1,6.56,9.09,55,7.0015,True,False,False,False,True,False,False,False,0,1,1,0,5
0,1,6.56,9.09,59,7.0015,True,False,False,False,True,False,False,False,1,1,1,0,2
0,1,5.74,7.575,63,8.9981,True,False,False,False,True,False,False,False,2,1,1,0,1
0,1,5.74,9.09,63,6.0032,True,False,False,False,True,False,False,False,4,1,1,0,2
0,1,4.92,7.575,68,7.0015,True,False,False,False,True,False,False,False,5,1,1,0,4
0,1,4.92,7.575,74,7.0015,True,False,False,False,True,False,False,False,6,1,1,0,36
0,1,4.92,7.575,74,8.9981,True,False,False,False,True,False,False,False,7,1,1,0,94
0,1,5.74,7.575,69,11.0014,True,False,False,False,True,False,False,False,8,1,1,0,179
0,1,6.56,7.575,64,15.0013,True,False,False,False,True,False,False,False,9,1,1,0,100
0,1,6.56,6.82,69,22.0028,True,False,False,False,False,True,False,False,10,1,1,0,42
0,1,9.02,10.605,51,19.9995,True,False,False,False,True,False,False,False,11,1,1,0,57
0,1,9.02,11.365,51,11.0014,True,False,False,False,True,False,False,False,12,1,1,0,78
0,1,9.84,11.365,56,12.998,True,False,False,False,True,False,False,False,13,1,1,0,97
0,1,10.66,12.88,52,15.0013,True,False,False,False,True,False,False,False,14,1,1,0,63
0,1,11.48,13.635,52,16.9979,True,False,False,False,True,False,False,False,15,1,1,0,65
0,1,12.3,14.395,49,16.9979,True,False,False,False,True,False,False,False,16,1,1,0,83
0,1,11.48,13.635,48,15.0013,True,False,False,False,True,False,False,False,17,1,1,0,212
0,1,10.66,12.88,48,12.998,True,False,False,False,True,False,False,False,18,1,1,0,182
0,1,9.84,12.88,48,7.0015,True,False,False,False,True,False,False,False,19,1,1,0,112
0,1,9.84,12.88,48,7.0015,True,False,False,False,True,False,False,False,20,1,1,0,54
0,1,9.02,13.635,64,0.0,True,False,False,False,True,False,False,False,21,1,1,0,48
0,1,9.02,12.88,64,6.0032,True,False,False,False,True,False,False,False,22,1,1,0,35
0,1,8.2,11.365,69,6.0032,True,False,False,False,True,False,False,False,23,1,1,0,11
0,1,8.2,12.88,64,0.0,True,False,False,False,True,False,False,False,0,2,1,0,6
0,1,6.56,9.85,74,6.0032,True,False,False,False,True,False,False,False,1,2,1,0,6
0,1,6.56,9.85,74,6.0032,True,False,False,False,True,False,False,False,2,2,1,0,2
0,1,9.84,11.365,48,15.0013,True,False,False,False,True,False,False,False,4,2,1,0,2
0,1,9.02,11.365,47,11.0014,True,False,False,False,True,False,False,False,5,2,1,0,3
0,1,8.2,9.85,47,15.0013,True,False,False,False,True,False,False,False,6,2,1,0,33
0,1,7.38,9.09,43,12.998,True,False,False,False,True,False,False,False,7,2,1,0,88
0,1,8.2,9.09,40,19.9995,True,False,False,False,True,False,False,False,8,2,1,0,195
0,1,9.02,9.85,37,22.0028,True,False,False,False,True,False,False,False,9,2,1,0,115
0,1,9.02,9.85,37,22.0028,True,False,False,False,True,False,False,False,10,2,1,0,57
0,1,10.66,11.365,33,22.0028,True,False,False,False,True,False,False,False,11,2,1,0,46
0,1,10.66,11.365,33,22.0028,True,False,False,False,True,False,False,False,12,2,1,0,79
0,1,11.48,12.88,30,19.9995,True,False,False,False,True,False,False,False,13,2,1,0,71
0,1,12.3,14.395,28,12.998,True,False,False,False,True,False,False,False,14,2,1,0,62
0,1,12.3,14.395,28,12.998,True,False,False,False,True,False,False,False,15,2,1,0,62
0,1,12.3,15.91,28,6.0032,True,False,False,False,True,False,False,False,16,2,1,0,89
0,1,9.84,11.365,38,12.998,True,False,False,False,True,False,False,False,17,2,1,0,190
0,1,9.84,12.12,38,8.9981,True,False,False,False,True,False,False,False,18,2,1,0,169
0,1,9.84,12.88,38,7.0015,True,False,False,False,True,False,False,False,19,2,1,0,132
0,1,9.02,11.365,47,11.0014,True,False,False,False,True,False,False,False,20,2,1,0,89
0,1,8.2,9.85,51,12.998,True,False,False,False,True,False,False,False,21,2,1,0,43
0,1,7.38,9.85,55,8.9981,True,False,False,False,True,False,False,False,22,2,1,0,42
0,1,8.2,12.88,47,0.0,True,False,False,False,True,False,False,False,23,2,1,0,19
0,1,7.38,12.12,55,0.0,True,False,False,False,True,False,False,False,0,3,1,0,11
0,1,6.56,11.365,64,0.0,True,False,False,False,True,False,False,False,1,3,1,0,4
0,1,6.56,11.365,64,0.0,True,False,False,False,True,False,False,False,2,3,1,0,2
0,1,6.56,9.85,64,6.0032,True,False,False,False,False,True,False,False,4,3,1,0,1
0,1,5.74,9.09,69,6.0032,True,False,False,False,False,True,False,False,5,3,1,0,4
0,1,5.74,8.335,63,7.0015,True,False,False,False,False,True,False,False,6,3,1,0,36
0,1,6.56,11.365,59,0.0,True,False,False,False,False,True,False,False,7,3,1,0,95
0,1,6.56,11.365,59,0.0,True,False,False,False,True,False,False,False,8,3,1,0,219
0,1,7.38,12.12,51,0.0,True,False,False,False,False,True,False,False,9,3,1,0,122
0,1,8.2,12.88,47,0.0,True,False,False,False,True,False,False,False,10,3,1,0,45
0,1,9.02,12.88,44,6.0032,True,False,False,False,True,False,False,False,11,3,1,0,59
0,1,10.66,14.395,35,0.0,True,False,False,False,True,False,False,False,12,3,1,0,84
0,1,10.66,13.635,35,7.0015,True,False,False,False,True,False,False,False,13,3,1,0,67
0,1,11.48,13.635,36,11.0014,True,False,False,False,True,False,False,False,14,3,1,0,70
0,1,11.48,13.635,36,0.0,True,False,False,False,True,False,False,False,15,3,1,0,62
0,1,10.66,12.88,38,11.0014,True,False,False,False,True,False,False,False,16,3,1,0,86
0,1,9.02,11.365,51,11.0014,True,False,False,False,True,False,False,False,17,3,1,0,172
0,1,9.02,11.365,51,8.9981,True,False,False,False,True,False,False,False,18,3,1,0,163
0,1,9.02,12.88,55,6.0032,True,False,False,False,True,False,False,False,19,3,1,0,112
0,1,8.2,10.605,51,11.0014,True,False,False,False,True,False,False,False,20,3,1,0,69
0,1,9.02,10.605,55,15.0013,True,False,False,False,False,True,False,False,21,3,1,0,48
0,1,9.02,10.605,51,19.0012,True,False,False,False,False,True,False,False,22,3,1,0,52
0,1,8.2,9.85,59,12.998,True,False,False,False,False,True,False,False,23,3,1,0,23
0,1,8.2,9.85,64,12.998,True,False,False,False,False,True,False,False,0,4,1,0,17
0,1,8.2,9.85,69,15.0013,True,False,False,False,False,True,False,False,1,4,1,0,7
0,1,8.2,9.85,69,15.0013,True,False,False,False,False,True,False,False,2,4,1,0,1
0,1,8.2,10.605,69,8.9981,True,False,False,False,False,True,False,False,4,4,1,0,1
0,1,9.02,13.635,55,0.0,True,False,False,False,False,False,True,False,5,4,1,0,5
0,1,8.2,12.88,69,0.0,True,False,False,False,False,True,False,False,6,4,1,0,34
0,1,8.2,10.605,69,8.9981,True,False,False,False,True,False,False,False,7,4,1,0,84
0,1,8.2,9.85,51,16.9979,True,False,False,False,True,False,False,False,8,4,1,0,210
0,1,8.2,9.09,47,19.9995,True,False,False,False,True,False,False,False,9,4,1,0,134
0,1,9.02,9.85,37,22.0028,True,False,False,False,True,False,False,False,10,4,1,0,63
0,1,8.2,9.85,40,15.0013,True,False,False,False,False,True,False,False,11,4,1,0,67
0,1,8.2,9.85,37,16.9979,True,False,False,False,False,True,False,False,12,4,1,0,59
0,1,8.2,9.09,37,19.0012,True,False,False,False,False,True,False,False,13,4,1,0,73
0,1,8.2,9.85,40,16.9979,True,False,False,False,False,True,False,False,14,4,1,0,50
0,1,8.2,10.605,37,11.0014,True,False,False,False,False,True,False,False,15,4,1,0,72
0,1,8.2,10.605,37,11.0014,True,False,False,False,False,True,False,False,16,4,1,0,87
0,1,8.2,12.88,37,0.0,True,False,False,False,False,True,False,False,17,4,1,0,187
0,1,8.2,11.365,40,6.0032,True,False,False,False,True,False,False,False,18,4,1,0,123
0,1,6.56,9.85,55,6.0032,True,False,False,False,True,False,False,False,19,4,1,0,95
0,1,7.38,10.605,47,7.0015,True,False,False,False,True,False,False,False,20,4,1,0,51
0,1,7.38,9.85,47,8.9981,True,False,False,False,True,False,False,False,21,4,1,0,39
0,1,7.38,9.85,43,11.0014,True,False,False,False,False,True,False,False,22,4,1,0,36
0,1,7.38,9.85,51,11.0014,True,False,False,False,False,True,False,False,23,4,1,0,15
0,0,7.38,9.85,51,11.0014,True,False,False,False,False,True,False,False,0,5,1,0,25
0,0,7.38,10.605,55,6.0032,True,False,False,False,False,True,False,False,1,5,1,0,16
0,0,7.38,12.12,55,0.0,True,False,False,False,False,True,False,False,2,5,1,0,16
0,0,7.38,9.85,55,11.0014,True,False,False,False,False,False,True,False,3,5,1,0,7
0,0,7.38,9.85,55,11.0014,True,False,False,False,False,False,True,False,4,5,1,0,1
0,0,6.56,8.335,74,11.0014,True,False,False,False,False,True,False,False,5,5,1,0,5
0,0,6.56,8.335,74,11.0014,True,False,False,False,False,True,False,False,6,5,1,0,2
0,0,6.56,9.09,74,7.0015,True,False,False,False,False,True,False,False,7,5,1,0,9
0,0,6.56,9.09,93,7.0015,True,False,False,False,False,False,True,False,8,5,1,0,15
0,0,6.56,9.09,93,7.0015,True,False,False,False,False,False,True,False,9,5,1,0,20
0,0,7.38,9.85,80,11.0014,True,False,False,False,False,True,False,False,10,5,1,0,61
0,0,8.2,9.09,69,26.0027,True,False,False,False,False,True,False,False,11,5,1,0,62
0,0,8.2,9.09,59,23.9994,True,False,False,False,False,True,False,False,12,5,1,0,98
0,0,8.2,9.09,44,22.0028,True,False,False,False,True,False,False,False,13,5,1,0,102
0,0,8.2,8.335,32,32.9975,True,False,False,False,True,False,False,False,14,5,1,0,95
0,0,8.2,8.335,32,30.0026,True,False,False,False,True,False,False,False,15,5,1,0,74
0,0,7.38,6.82,29,30.0026,True,False,False,False,True,False,False,False,16,5,1,0,76
0,0,6.56,6.06,37,36.9974,True,False,False,False,True,False,False,False,17,5,1,0,69
0,0,5.74,6.06,39,19.9995,True,False,False,False,True,False,False,False,18,5,1,0,55
0,0,5.74,6.06,36,16.9979,True,False,False,False,True,False,False,False,19,5,1,0,30
0,0,4.92,6.06,36,16.9979,True,False,False,False,True,False,False,False,20,5,1,0,28
0,0,4.92,5.305,39,23.9994,True,False,False,False,True,False,False,False,21,5,1,0,37
0,0,4.92,5.305,36,26.0027,True,False,False,False,True,False,False,False,22,5,1,0,34
0,0,4.1,3.03,39,30.0026,True,False,False,False,True,False,False,False,23,5,1,0,22
0,0,4.1,3.79,42,26.0027,True,False,False,False,True,False,False,False,0,6,1,0,25
0,0,4.1,3.03,42,31.0009,True,False,False,False,True,False,False,False,1,6,1,0,12
0,0,4.1,3.03,46,31.0009,True,False,False,False,True,False,False,False,2,6,1,0,11
0,0,4.1,3.79,46,27.9993,True,False,False,False,True,False,False,False,3,6,1,0,4
0,0,3.28,4.545,53,12.998,True,False,False,False,True,False,False,False,4,6,1,0,1
0,0,3.28,4.545,53,12.998,True,False,False,False,True,False,False,False,5,6,1,0,1
0,0,4.1,4.545,49,19.0012,True,False,False,False,True,False,False,False,6,6,1,0,1
0,0,3.28,4.545,53,12.998,True,False,False,False,True,False,False,False,7,6,1,0,6
0,0,4.1,4.545,49,19.0012,True,False,False,False,True,False,False,False,8,6,1,0,10
0,0,4.92,3.79,46,35.0008,True,False,False,False,True,False,False,False,9,6,1,0,19
0,0,5.74,5.305,43,26.0027,True,False,False,False,True,False,False,False,10,6,1,0,49
0,0,6.56,6.06,40,35.0008,True,False,False,False,True,False,False,False,11,6,1,0,49
0,0,7.38,6.82,37,30.0026,True,False,False,False,True,False,False,False,12,6,1,0,83
0,0,8.2,8.335,34,30.0026,True,False,False,False,True,False,False,False,13,6,1,0,75
0,0,9.02,9.09,32,31.0009,True,False,False,False,True,False,False,False,14,6,1,0,72
0,0,9.02,9.85,35,23.9994,True,False,False,False,True,False,False,False,15,6,1,0,82
0,0,8.2,8.335,34,30.0026,True,False,False,False,True,False,False,False,16,6,1,0,92
0,0,7.38,7.575,37,26.0027,True,False,False,False,True,False,False,False,17,6,1,0,62
0,0,6.56,6.82,40,22.0028,True,False,False,False,True,False,False,False,18,6,1,0,48
0,0,6.56,6.82,43,22.0028,True,False,False,False,True,False,False,False,19,6,1,0,41
0,0,5.74,6.06,46,16.9979,True,False,False,False,True,False,False,False,20,6,1,0,38
0,0,5.74,5.305,46,27.9993,True,False,False,False,True,False,False,False,21,6,1,0,20
0,0,5.74,6.06,46,19.9995,True,False,False,False,True,False,False,False,22,6,1,0,15
0,0,4.92,6.82,50,12.998,True,False,False,False,True,False,False,False,23,6,1,0,6
0,1,4.92,6.06,50,19.0012,True,False,False,False,True,False,False,False,0,0,1,0,5
0,1,4.92,6.06,50,19.0012,True,False,False,False,True,False,False,False,1,0,1,0,1
0,1,4.92,6.06,50,15.0013,True,False,False,False,True,False,False,False,2,0,1,0,3
0,1,4.92,6.06,50,15.0013,True,False,False,False,True,False,False,False,3,0,1,0,1
0,1,4.1,6.06,54,8.9981,True,False,False,False,True,False,False,False,4,0,1,0,3
0,1,4.1,5.305,54,16.9979,True,False,False,False,True,False,False,False,5,0,1,0,3
0,1,4.92,6.06,50,19.0012,True,False,False,False,True,False,False,False,6,0,1,0,31
0,1,4.92,6.06,50,15.0013,True,False,False,False,True,False,False,False,7,0,1,0,77
0,1,4.92,6.06,50,19.0012,True,False,False,False,False,True,False,False,8,0,1,0,188
0,1,5.74,6.06,50,16.9979,True,False,False,False,False,True,False,False,9,0,1,0,94
0,1,5.74,6.06,50,19.9995,True,False,False,False,False,True,False,False,10,0,1,0,31
0,1,6.56,6.82,47,19.0012,True,False,False,False,False,True,False,False,11,0,1,0,30
0,1,8.2,9.09,40,19.0012,True,False,False,False,False,True,False,False,12,0,1,0,52
0,1,8.2,9.09,40,19.0012,True,False,False,False,False,True,False,False,13,0,1,0,54
0,1,8.2,9.85,40,15.0013,True,False,False,False,False,True,False,False,14,0,1,0,47
0,1,8.2,9.85,40,15.0013,True,False,False,False,False,True,False,False,15,0,1,0,45
0,1,8.2,10.605,40,8.9981,True,False,False,False,True,False,False,False,16,0,1,0,74
0,1,8.2,11.365,40,7.0015,True,False,False,False,True,False,False,False,17,0,1,0,178
0,1,8.2,9.85,40,15.0013,True,False,False,False,True,False,False,False,18,0,1,0,155
0,1,6.56,8.335,47,11.0014,True,False,False,False,True,False,False,False,19,0,1,0,95
0,1,6.56,8.335,50,11.0014,True,False,False,False,True,False,False,False,20,0,1,0,74
0,1,5.74,6.82,59,12.998,True,False,False,False,True,False,False,False,21,0,1,0,38
0,1,5.74,7.575,59,11.0014,True,False,False,False,True,False,False,False,22,0,1,0,24
0,1,5.74,7.575,59,11.0014,True,False,False,False,True,False,False,False,23,0,1,0,18
0,1,5.74,8.335,59,7.0015,True,False,False,False,True,False,False,False,0,1,1,0,12
0,1,5.74,7.575,59,11.0014,True,False,False,False,True,False,False,False,1,1,1,0,3
0,1,6.56,7.575,55,12.998,True,False,False,False,False,True,False,False,2,1,1,0,3
0,1,6.56,9.09,55,8.9981,True,False,False,False,False,True,False,False,5,1,1,0,6
0,1,6.56,9.09,55,8.9981,True,False,False,False,False,True,False,False,6,1,1,0,27
0,1,6.56,11.365,55,0.0,True,False,False,False,False,True,False,False,7,1,1,0,99
0,1,7.38,10.605,51,6.0032,True,False,False,False,False,True,False,False,8,1,1,0,217
0,1,7.38,9.85,51,11.0014,True,False,False,False,False,True,False,False,9,1,1,0,130
0,1,8.2,10.605,51,11.0014,True,False,False,False,False,True,False,False,10,1,1,0,54
0,1,8.2,10.605,47,8.9981,True,False,False,False,False,True,False,False,11,1,1,0,35
0,1,8.2,11.365,51,7.0015,True,False,False,False,False,True,False,False,12,1,1,0,57
0,1,8.2,11.365,59,6.0032,True,False,False,False,False,True,False,False,13,1,1,0,52
0,1,8.2,11.365,59,6.0032,True,False,False,False,False,True,False,False,14,1,1,0,63
0,1,6.56,9.85,80,6.0032,True,False,False,False,False,True,False,False,15,1,1,0,47
0,1,6.56,7.575,86,15.0013,True,False,False,False,False,True,False,False,16,1,1,0,76
0,1,6.56,7.575,86,15.0013,True,False,False,False,False,True,False,False,17,1,1,0,136
0,1,6.56,9.09,93,7.0015,True,False,False,False,False,False,True,False,18,1,1,0,95
0,1,6.56,11.365,93,0.0,True,False,False,False,False,False,True,False,19,1,1,0,51
0,1,6.56,7.575,93,12.998,True,False,False,False,False,False,True,False,20,1,1,0,32
0,1,6.56,9.85,86,6.0032,True,False,False,False,False,False,True,False,21,1,1,0,20
0,1,6.56,9.09,93,7.0015,True,False,False,False,False,False,True,False,22,1,1,0,29
0,1,6.56,9.85,93,6.0032,True,False,False,False,False,False,True,False,23,1,1,0,19
0,1,6.56,9.85,86,6.0032,True,False,False,False,False,True,False,False,0,2,1,0,7
0,1,6.56,9.09,86,7.0015,True,False,False,False,False,True,False,False,1,2,1,0,6
0,1,5.74,7.575,86,8.9981,True,False,False,False,True,False,False,False,2,2,1,0,1
0,1,5.74,7.575,86,11.0014,True,False,False,False,True,False,False,False,5,2,1,0,5
0,1,4.92,7.575,93,8.9981,True,False,False,False,True,False,False,False,6,2,1,0,16
0,1,5.74,7.575,69,8.9981,True,False,False,False,True,False,False,False,7,2,1,0,54
0,1,6.56,8.335,59,11.0014,True,False,False,False,True,False,False,False,8,2,1,0,128
0,1,6.56,6.82,59,22.0028,True,False,False,False,True,False,False,False,9,2,1,0,81
0,1,7.38,9.09,55,15.0013,True,False,False,False,True,False,False,False,10,2,1,0,39
0,1,8.2,9.09,51,26.0027,True,False,False,False,True,False,False,False,11,2,1,0,35
0,1,8.2,7.575,47,39.0007,True,False,False,False,True,False,False,False,12,2,1,0,55
0,1,9.02,9.85,44,23.9994,True,False,False,False,True,False,False,False,13,2,1,0,49
0,1,8.2,9.09,47,22.0028,True,False,False,False,True,False,False,False,14,2,1,0,44
0,1,8.2,8.335,47,27.9993,True,False,False,False,True,False,False,False,15,2,1,0,49
0,1,9.02,9.85,44,22.0028,True,False,False,False,True,False,False,False,16,2,1,0,68
0,1,8.2,9.09,47,23.9994,True,False,False,False,True,False,False,False,17,2,1,0,139
0,1,8.2,7.575,47,35.0008,True,False,False,False,True,False,False,False,18,2,1,0,137
0,1,7.38,7.575,47,27.9993,True,False,False,False,True,False,False,False,19,2,1,0,83
0,1,6.56,6.82,50,22.0028,True,False,False,False,True,False,False,False,20,2,1,0,56
0,1,6.56,6.82,55,22.0028,True,False,False,False,True,False,False,False,21,2,1,0,57
0,1,6.56,6.06,55,30.0026,True,False,False,False,True,False,False,False,22,2,1,0,33
0,1,5.74,5.305,59,27.9993,True,False,False,False,True,False,False,False,23,2,1,0,20
0,1,5.74,6.06,59,19.0012,True,False,False,False,True,False,False,False,0,3,1,0,7
0,1,5.74,6.06,50,19.0012,True,False,False,False,True,False,False,False,1,3,1,0,2
0,1,5.74,6.06,50,23.9994,True,False,False,False,True,False,False,False,2,3,1,0,2
0,1,5.74,6.06,50,22.0028,True,False,False,False,True,False,False,False,3,3,1,0,3
0,1,5.74,6.06,50,16.9979,True,False,False,False,True,False,False,False,4,3,1,0,4
0,1,5.74,6.06,50,19.9995,True,False,False,False,True,False,False,False,5,3,1,0,3
0,1,4.92,7.575,54,8.9981,True,False,False,False,True,False,False,False,6,3,1,0,28
0,1,4.92,7.575,54,8.9981,True,False,False,False,True,False,False,False,7,3,1,0,72
0,1,5.74,6.82,50,12.998,True,False,False,False,True,False,False,False,8,3,1,0,202
0,1,5.74,6.06,50,22.0028,True,False,False,False,True,False,False,False,9,3,1,0,139
0,1,6.56,6.82,50,23.9994,True,False,False,False,False,True,False,False,10,3,1,0,38
0,1,8.2,8.335,44,30.0026,True,False,False,False,False,True,False,False,11,3,1,0,37
0,1,8.2,8.335,44,27.9993,True,False,False,False,True,False,False,False,12,3,1,0,52
0,1,9.02,9.85,41,30.0026,True,False,False,False,True,False,False,False,13,3,1,0,83
0,1,9.02,9.85,41,26.0027,True,False,False,False,True,False,False,False,14,3,1,0,42
0,1,9.84,10.605,38,19.9995,True,False,False,False,True,False,False,False,15,3,1,0,60
0,1,9.84,10.605,38,23.9994,True,False,False,False,True,False,False,False,16,3,1,0,78
0,1,8.2,9.09,40,19.0012,True,False,False,False,True,False,False,False,17,3,1,0,162
0,1,8.2,9.09,40,22.0028,True,False,False,False,True,False,False,False,18,3,1,0,144
0,1,6.56,7.575,47,16.9979,True,False,False,False,True,False,False,False,19,3,1,0,99
0,1,6.56,7.575,47,15.0013,True,False,False,False,True,False,False,False,20,3,1,0,64
0,1,5.74,6.06,46,19.9995,True,False,False,False,True,False,False,False,21,3,1,0,40
0,1,5.74,6.06,46,22.0028,True,False,False,False,True,False,False,False,22,3,1,0,30
0,1,4.92,6.82,50,12.998,True,False,False,False,True,False,False,False,23,3,1,0,15
0,1,4.92,6.82,50,12.998,True,False,False,False,True,False,False,False,0,4,1,0,14
0,1,4.1,6.06,54,11.0014,True,False,False,False,True,False,False,False,1,4,1,0,5
0,1,4.1,6.06,54,8.9981,True,False,False,False,True,False,False,False,2,4,1,0,1
0,1,4.1,6.82,54,7.0015,True,False,False,False,True,False,False,False,3,4,1,0,1
0,1,4.1,6.82,54,6.0032,True,False,False,False,True,False,False,False,5,4,1,0,8
0,1,4.1,9.09,54,0.0,True,False,False,False,True,False,False,False,6,4,1,0,17
0,1,4.1,6.06,74,11.0014,True,False,False,False,True,False,False,False,7,4,1,0,70
0,1,4.92,8.335,68,0.0,True,False,False,False,True,False,False,False,8,4,1,0,158
0,1,5.74,7.575,69,8.9981,True,False,False,False,True,False,False,False,9,4,1,0,117
